full_text,text_clean,token,stop,stemmed,untokenize_clean,label
Prabowo kayaknya butuh belajar lebih banyak soal kepemimpinan  nggak cukup cuma modal militer. @ZaenalMuksin93  Gemoy Penculik https://t.co/QhlgDCmj6T,prabowo kayaknya butuh belajar lebih banyak soal kepemimpinan nggak cukup cuma modal militer gemoy penculik,"['prabowo', 'kayaknya', 'butuh', 'belajar', 'lebih', 'banyak', 'soal', 'kepemimpinan', 'nggak', 'cukup', 'cuma', 'modal', 'militer', 'gemoy', 'penculik']","['prabowo', 'kayaknya', 'butuh', 'belajar', 'lebih', 'banyak', 'soal', 'kepemimpinan', 'cukup', 'cuma', 'modal', 'militer', 'gemoy', 'penculik']","['prabowo', 'kayak', 'butuh', 'ajar', 'lebih', 'banyak', 'soal', 'pimpin', 'cukup', 'cuma', 'modal', 'militer', 'gemoy', 'culik']",prabowo kayak butuh ajar lebih banyak soal pimpin cukup cuma modal militer gemoy culik,negatif
Masyarakat seharusnya bijak dalam memilih pemimpin  tidak tergoda oleh janji manis Prabowo yang seakan-akan menghapuskan dosa-dosanya. @swndng377098  Gemoy Penculik https://t.co/6LOqvNWNAo,masyarakat seharusnya bijak dalam memilih pemimpin tidak tergoda oleh janji manis prabowo yang seakanakan menghapuskan dosadosanya gemoy penculik,"['masyarakat', 'seharusnya', 'bijak', 'dalam', 'memilih', 'pemimpin', 'tidak', 'tergoda', 'oleh', 'janji', 'manis', 'prabowo', 'yang', 'seakanakan', 'menghapuskan', 'dosadosanya', 'gemoy', 'penculik']","['masyarakat', 'bijak', 'memilih', 'pemimpin', 'tergoda', 'janji', 'manis', 'prabowo', 'seakanakan', 'menghapuskan', 'dosadosanya', 'gemoy', 'penculik']","['masyarakat', 'bijak', 'pilih', 'pimpin', 'goda', 'janji', 'manis', 'prabowo', 'seakanakan', 'hapus', 'dosadosanya', 'gemoy', 'culik']",masyarakat bijak pilih pimpin goda janji manis prabowo seakanakan hapus dosadosanya gemoy culik,negatif
Prabowo  di luar tampang tegasnya  tapi kayaknya nggak punya kebijaksanaan yang cukup. @zeldatehsaha  Gemoy Penculik https://t.co/J3vAGYxCOf,prabowo di luar tampang tegasnya tapi kayaknya nggak punya kebijaksanaan yang cukup gemoy penculik,"['prabowo', 'di', 'luar', 'tampang', 'tegasnya', 'tapi', 'kayaknya', 'nggak', 'punya', 'kebijaksanaan', 'yang', 'cukup', 'gemoy', 'penculik']","['prabowo', 'luar', 'tampang', 'tegasnya', 'kayaknya', 'punya', 'kebijaksanaan', 'cukup', 'gemoy', 'penculik']","['prabowo', 'luar', 'tampang', 'tegas', 'kayak', 'punya', 'bijaksana', 'cukup', 'gemoy', 'culik']",prabowo luar tampang tegas kayak punya bijaksana cukup gemoy culik,negatif
Nggak ada toleransi buat tindakan korupsi  nol kompromi! @almondbite_  Cek WA praktik korupsi prabowo debat cawapres https://t.co/reIcB3T8fV,nggak ada toleransi buat tindakan korupsi nol kompromi cek wa praktik korupsi prabowo debat cawapres,"['nggak', 'ada', 'toleransi', 'buat', 'tindakan', 'korupsi', 'nol', 'kompromi', 'cek', 'wa', 'praktik', 'korupsi', 'prabowo', 'debat', 'cawapres']","['toleransi', 'buat', 'tindakan', 'korupsi', 'nol', 'kompromi', 'cek', 'wa', 'praktik', 'korupsi', 'prabowo', 'debat', 'cawapres']","['toleransi', 'buat', 'tindak', 'korupsi', 'nol', 'kompromi', 'cek', 'wa', 'praktik', 'korupsi', 'prabowo', 'debat', 'cawapres']",toleransi buat tindak korupsi nol kompromi cek wa praktik korupsi prabowo debat cawapres,positif
Jujur  kekecewaan sama Prabowo makin gede aja sekarang. @zacharykim69  Gemoy Penculik https://t.co/dX5GXP6Q5t,jujur kekecewaan sama prabowo makin gede aja sekarang gemoy penculik,"['jujur', 'kekecewaan', 'sama', 'prabowo', 'makin', 'gede', 'aja', 'sekarang', 'gemoy', 'penculik']","['jujur', 'kekecewaan', 'sama', 'prabowo', 'makin', 'gede', 'aja', 'sekarang', 'gemoy', 'penculik']","['jujur', 'kecewa', 'sama', 'prabowo', 'makin', 'gede', 'aja', 'sekarang', 'gemoy', 'culik']",jujur kecewa sama prabowo makin gede aja sekarang gemoy culik,negatif
Masyarakat Jatim melihat Ganjar sebagai pemimpin yang lebih memiliki empati  sementara Prabowo dianggap kurang peka terhadap kebutuhan sosial. @4oclockflovver  https://t.co/g5okZgSjDt,masyarakat jatim melihat ganjar sebagai pemimpin yang lebih memiliki empati sementara prabowo dianggap kurang peka terhadap kebutuhan sosial,"['masyarakat', 'jatim', 'melihat', 'ganjar', 'sebagai', 'pemimpin', 'yang', 'lebih', 'memiliki', 'empati', 'sementara', 'prabowo', 'dianggap', 'kurang', 'peka', 'terhadap', 'kebutuhan', 'sosial']","['masyarakat', 'jatim', 'melihat', 'ganjar', 'pemimpin', 'lebih', 'memiliki', 'empati', 'prabowo', 'dianggap', 'kurang', 'peka', 'kebutuhan', 'sosial']","['masyarakat', 'jatim', 'lihat', 'ganjar', 'pimpin', 'lebih', 'milik', 'empati', 'prabowo', 'anggap', 'kurang', 'peka', 'butuh', 'sosial']",masyarakat jatim lihat ganjar pimpin lebih milik empati prabowo anggap kurang peka butuh sosial,negatif
"@Paltiwest setiap hari jumat dari waktu ke waktu pertanyaan selalu sama PRABOWO JUMATAN DIMANA???"" monggo belimbing wuluh share info jumatan dimana""",setiap hari jumat dari waktu ke waktu pertanyaan selalu sama prabowo jumatan dimana monggo belimbing wuluh share info jumatan dimana,"['setiap', 'hari', 'jumat', 'dari', 'waktu', 'ke', 'waktu', 'pertanyaan', 'selalu', 'sama', 'prabowo', 'jumatan', 'dimana', 'monggo', 'belimbing', 'wuluh', 'share', 'info', 'jumatan', 'dimana']","['hari', 'jumat', 'waktu', 'waktu', 'pertanyaan', 'selalu', 'sama', 'prabowo', 'jumatan', 'monggo', 'belimbing', 'wuluh', 'share', 'info', 'jumatan']","['hari', 'jumat', 'waktu', 'waktu', 'tanya', 'selalu', 'sama', 'prabowo', 'jumat', 'monggo', 'belimbing', 'wuluh', 'share', 'info', 'jumat']",hari jumat waktu waktu tanya selalu sama prabowo jumat monggo belimbing wuluh share info jumat,positif
Prabowo Aku jam 9 disekan yo kudaku durung dipangani,prabowo aku jam disekan yo kudaku durung dipangani,"['prabowo', 'aku', 'jam', 'disekan', 'yo', 'kudaku', 'durung', 'dipangani']","['prabowo', 'aku', 'jam', 'disekan', 'yo', 'kudaku', 'durung', 'dipangani']","['prabowo', 'aku', 'jam', 'sek', 'yo', 'kuda', 'durung', 'pangan']",prabowo aku jam sek yo kuda durung pangan,positif
Mantan pemimpin desa bersatu untuk Prabowo-Gibran: Perubahan positif dimulai dari kita semua https://t.co/uHsP04yb8a,mantan pemimpin desa bersatu untuk prabowogibran perubahan positif dimulai dari kita semua,"['mantan', 'pemimpin', 'desa', 'bersatu', 'untuk', 'prabowogibran', 'perubahan', 'positif', 'dimulai', 'dari', 'kita', 'semua']","['mantan', 'pemimpin', 'desa', 'bersatu', 'prabowogibran', 'perubahan', 'positif', 'dimulai', 'semua']","['mantan', 'pimpin', 'desa', 'satu', 'prabowogibran', 'ubah', 'positif', 'mulai', 'semua']",mantan pimpin desa satu prabowogibran ubah positif mulai semua,positif
Dukungan positif mantan pemimpin desa untuk Prabowo-Gibran: Bersama kita raih masa depan yang lebih baik. https://t.co/e59cJnogLq,dukungan positif mantan pemimpin desa untuk prabowogibran bersama kita raih masa depan yang lebih baik,"['dukungan', 'positif', 'mantan', 'pemimpin', 'desa', 'untuk', 'prabowogibran', 'bersama', 'kita', 'raih', 'masa', 'depan', 'yang', 'lebih', 'baik']","['dukungan', 'positif', 'mantan', 'pemimpin', 'desa', 'prabowogibran', 'bersama', 'raih', 'masa', 'depan', 'lebih', 'baik']","['dukung', 'positif', 'mantan', 'pimpin', 'desa', 'prabowogibran', 'sama', 'raih', 'masa', 'depan', 'lebih', 'baik']",dukung positif mantan pimpin desa prabowogibran sama raih masa depan lebih baik,positif
Dukungan positif mantan pemimpin desa untuk Prabowo-Gibran: Bersama kita raih perubahan yang lebih baik. https://t.co/YtTMzWoXoe,dukungan positif mantan pemimpin desa untuk prabowogibran bersama kita raih perubahan yang lebih baik,"['dukungan', 'positif', 'mantan', 'pemimpin', 'desa', 'untuk', 'prabowogibran', 'bersama', 'kita', 'raih', 'perubahan', 'yang', 'lebih', 'baik']","['dukungan', 'positif', 'mantan', 'pemimpin', 'desa', 'prabowogibran', 'bersama', 'raih', 'perubahan', 'lebih', 'baik']","['dukung', 'positif', 'mantan', 'pimpin', 'desa', 'prabowogibran', 'sama', 'raih', 'ubah', 'lebih', 'baik']",dukung positif mantan pimpin desa prabowogibran sama raih ubah lebih baik,positif
Prabowo  ga cuma gagal nyari aktivis yang hilang  tapi gagal banget jadi pemimpin @LOVEM4RK_ Gemoy Penculik TangkapPRABOWO https://t.co/WGkG9RKIE2,prabowo ga cuma gagal nyari aktivis yang hilang tapi gagal banget jadi pemimpin gemoy penculik tangkapprabowo,"['prabowo', 'ga', 'cuma', 'gagal', 'nyari', 'aktivis', 'yang', 'hilang', 'tapi', 'gagal', 'banget', 'jadi', 'pemimpin', 'gemoy', 'penculik', 'tangkapprabowo']","['prabowo', 'ga', 'cuma', 'gagal', 'nyari', 'aktivis', 'hilang', 'gagal', 'banget', 'jadi', 'pemimpin', 'gemoy', 'penculik', 'tangkapprabowo']","['prabowo', 'ga', 'cuma', 'gagal', 'nyari', 'aktivis', 'hilang', 'gagal', 'banget', 'jadi', 'pimpin', 'gemoy', 'culik', 'tangkapprabowo']",prabowo ga cuma gagal nyari aktivis hilang gagal banget jadi pimpin gemoy culik tangkapprabowo,negatif
Prabowo ngasih Umpan lambung ke Anis langsung diSmash dengan Mudah,prabowo ngasih umpan lambung ke anis langsung dismash dengan mudah,"['prabowo', 'ngasih', 'umpan', 'lambung', 'ke', 'anis', 'langsung', 'dismash', 'dengan', 'mudah']","['prabowo', 'ngasih', 'umpan', 'lambung', 'anis', 'langsung', 'dismash', 'mudah']","['prabowo', 'ngasih', 'umpan', 'lambung', 'anis', 'langsung', 'dismash', 'mudah']",prabowo ngasih umpan lambung anis langsung dismash mudah,negatif
emang bener pak prabowo makin banyak ngomong makin sering blunder pak prabowo kalau jadi kiper satu pertandingan bisa kebobolan 32 gol kayanya😭,emang bener pak prabowo makin banyak ngomong makin sering blunder pak prabowo kalau jadi kiper satu pertandingan bisa kebobolan gol kayanya,"['emang', 'bener', 'pak', 'prabowo', 'makin', 'banyak', 'ngomong', 'makin', 'sering', 'blunder', 'pak', 'prabowo', 'kalau', 'jadi', 'kiper', 'satu', 'pertandingan', 'bisa', 'kebobolan', 'gol', 'kayanya']","['emang', 'bener', 'pak', 'prabowo', 'makin', 'banyak', 'ngomong', 'makin', 'sering', 'blunder', 'pak', 'prabowo', 'kalau', 'jadi', 'kiper', 'satu', 'pertandingan', 'kebobolan', 'gol', 'kayanya']","['emang', 'bener', 'pak', 'prabowo', 'makin', 'banyak', 'ngomong', 'makin', 'sering', 'blunder', 'pak', 'prabowo', 'kalau', 'jadi', 'kiper', 'satu', 'tanding', 'bobol', 'gol', 'kaya']",emang bener pak prabowo makin banyak ngomong makin sering blunder pak prabowo kalau jadi kiper satu tanding bobol gol kaya,negatif
pak @prabowo blunder ke @aniesbaswedan wkwkwkw #DebatCapres,pak blunder ke wkwkwkw,"['pak', 'blunder', 'ke', 'wkwkwkw']","['pak', 'blunder', 'wkwkwkw']","['pak', 'blunder', 'wkwkwkw']",pak blunder wkwkwkw,negatif
Blunder dong @prabowo   kok personal andaa 😁😁😁😁,blunder dong kok personal andaa,"['blunder', 'dong', 'kok', 'personal', 'andaa']","['blunder', 'dong', 'kok', 'personal', 'andaa']","['blunder', 'dong', 'kok', 'personal', 'andaa']",blunder dong kok personal andaa,negatif
@Dennysiregar7 @prabowo @gibran_tweet Terbaru  dan ini yg ke 3 x nya..ASn...dipacitan https://t.co/UyKwEy6s9R,terbaru dan ini yg ke nyaasndipacitan,"['terbaru', 'dan', 'ini', 'yg', 'ke', 'nyaasndipacitan']","['terbaru', 'yg', 'nyaasndipacitan']","['baru', 'yg', 'nyaasndipacitan']",baru yg nyaasndipacitan,positif
Semangat positif mantan kepala desa di Kota/Kabupaten Cirebon menciptakan gelombang keoptimisan untuk Prabowo-Gibran https://t.co/k1xDK4tUmj,semangat positif mantan kepala desa di kotakabupaten cirebon menciptakan gelombang keoptimisan untuk prabowogibran,"['semangat', 'positif', 'mantan', 'kepala', 'desa', 'di', 'kotakabupaten', 'cirebon', 'menciptakan', 'gelombang', 'keoptimisan', 'untuk', 'prabowogibran']","['semangat', 'positif', 'mantan', 'kepala', 'desa', 'kotakabupaten', 'cirebon', 'menciptakan', 'gelombang', 'keoptimisan', 'prabowogibran']","['semangat', 'positif', 'mantan', 'kepala', 'desa', 'kotakabupaten', 'cirebon', 'cipta', 'gelombang', 'optimis', 'prabowogibran']",semangat positif mantan kepala desa kotakabupaten cirebon cipta gelombang optimis prabowogibran,positif
Kesatuan mantan pemimpin desa untuk perubahan positif: Prabowo-Gibran sebagai katalisator perubahan. https://t.co/9mpDJz7E8N,kesatuan mantan pemimpin desa untuk perubahan positif prabowogibran sebagai katalisator perubahan,"['kesatuan', 'mantan', 'pemimpin', 'desa', 'untuk', 'perubahan', 'positif', 'prabowogibran', 'sebagai', 'katalisator', 'perubahan']","['kesatuan', 'mantan', 'pemimpin', 'desa', 'perubahan', 'positif', 'prabowogibran', 'katalisator', 'perubahan']","['satu', 'mantan', 'pimpin', 'desa', 'ubah', 'positif', 'prabowogibran', 'katalisator', 'ubah']",satu mantan pimpin desa ubah positif prabowogibran katalisator ubah,positif
Tolak Prabowo pelanggar HAM sebagai pemimpin negara! https://t.co/yBzHdBjpbp,tolak prabowo pelanggar ham sebagai pemimpin negara,"['tolak', 'prabowo', 'pelanggar', 'ham', 'sebagai', 'pemimpin', 'negara']","['tolak', 'prabowo', 'pelanggar', 'ham', 'pemimpin', 'negara']","['tolak', 'prabowo', 'langgar', 'ham', 'pimpin', 'negara']",tolak prabowo langgar ham pimpin negara,negatif
Gak pantas Prabowo jadi capres  rakyat tolak capres penculik @__bukanurusanmu  Gemoy Penculik Jelas MasBowoGibran Tegas VisiPakbowo KeadilanYgPasti https://t.co/U3mSXa0IHW,gak pantas prabowo jadi capres rakyat tolak capres penculik gemoy penculik jelas masbowogibran tegas visipakbowo keadilanygpasti,"['gak', 'pantas', 'prabowo', 'jadi', 'capres', 'rakyat', 'tolak', 'capres', 'penculik', 'gemoy', 'penculik', 'jelas', 'masbowogibran', 'tegas', 'visipakbowo', 'keadilanygpasti']","['gak', 'pantas', 'prabowo', 'jadi', 'capres', 'rakyat', 'tolak', 'capres', 'penculik', 'gemoy', 'penculik', 'jelas', 'masbowogibran', 'tegas', 'visipakbowo', 'keadilanygpasti']","['gak', 'pantas', 'prabowo', 'jadi', 'capres', 'rakyat', 'tolak', 'capres', 'culik', 'gemoy', 'culik', 'jelas', 'masbowogibran', 'tegas', 'visipakbowo', 'keadilanygpasti']",gak pantas prabowo jadi capres rakyat tolak capres culik gemoy culik jelas masbowogibran tegas visipakbowo keadilanygpasti,negatif
Dari debat perdana Capres kemaren  ada momen dimana Capres no 01 dan no 02 terlibat adu argumen yg menegangkan. Nah Capres no 03 yaitu pak Ganjar mampu tampil dg tenang dan meyakinkan meski sekali2 menyerang.  Mantap 🤟  ----- Ganjar Paling Tegas #スーパーマリオ https://t.co/eu29fyL4dL,dari debat perdana capres kemaren ada momen dimana capres no dan no terlibat adu argumen yg menegangkan nah capres no yaitu pak ganjar mampu tampil dg tenang dan meyakinkan meski sekali menyerang mantap ganjar paling tegas,"['dari', 'debat', 'perdana', 'capres', 'kemaren', 'ada', 'momen', 'dimana', 'capres', 'no', 'dan', 'no', 'terlibat', 'adu', 'argumen', 'yg', 'menegangkan', 'nah', 'capres', 'no', 'yaitu', 'pak', 'ganjar', 'mampu', 'tampil', 'dg', 'tenang', 'dan', 'meyakinkan', 'meski', 'sekali', 'menyerang', 'mantap', 'ganjar', 'paling', 'tegas']","['debat', 'perdana', 'capres', 'kemaren', 'momen', 'capres', 'no', 'no', 'terlibat', 'adu', 'argumen', 'yg', 'menegangkan', 'nah', 'capres', 'no', 'pak', 'ganjar', 'mampu', 'tampil', 'dg', 'tenang', 'meyakinkan', 'meski', 'sekali', 'menyerang', 'mantap', 'ganjar', 'paling', 'tegas']","['debat', 'perdana', 'capres', 'kemaren', 'momen', 'capres', 'no', 'no', 'libat', 'adu', 'argumen', 'yg', 'tegang', 'nah', 'capres', 'no', 'pak', 'ganjar', 'mampu', 'tampil', 'dg', 'tenang', 'yakin', 'meski', 'sekali', 'serang', 'mantap', 'ganjar', 'paling', 'tegas']",debat perdana capres kemaren momen capres no no libat adu argumen yg tegang nah capres no pak ganjar mampu tampil dg tenang yakin meski sekali serang mantap ganjar paling tegas,negatif
Dari debat perdana Capres kemaren  ada momen dimana Capres no 01 dan no 02 terlibat adu argumen yg menegangkan. Nah Capres no 03 yaitu pak Ganjar mampu tampil dg tenang dan meyakinkan meski sekali2 menyerang.  Mantap 🤟  ----- Ganjar Paling Tegas #スーパーマリオ https://t.co/cStSMp8qkQ,dari debat perdana capres kemaren ada momen dimana capres no dan no terlibat adu argumen yg menegangkan nah capres no yaitu pak ganjar mampu tampil dg tenang dan meyakinkan meski sekali menyerang mantap ganjar paling tegas,"['dari', 'debat', 'perdana', 'capres', 'kemaren', 'ada', 'momen', 'dimana', 'capres', 'no', 'dan', 'no', 'terlibat', 'adu', 'argumen', 'yg', 'menegangkan', 'nah', 'capres', 'no', 'yaitu', 'pak', 'ganjar', 'mampu', 'tampil', 'dg', 'tenang', 'dan', 'meyakinkan', 'meski', 'sekali', 'menyerang', 'mantap', 'ganjar', 'paling', 'tegas']","['debat', 'perdana', 'capres', 'kemaren', 'momen', 'capres', 'no', 'no', 'terlibat', 'adu', 'argumen', 'yg', 'menegangkan', 'nah', 'capres', 'no', 'pak', 'ganjar', 'mampu', 'tampil', 'dg', 'tenang', 'meyakinkan', 'meski', 'sekali', 'menyerang', 'mantap', 'ganjar', 'paling', 'tegas']","['debat', 'perdana', 'capres', 'kemaren', 'momen', 'capres', 'no', 'no', 'libat', 'adu', 'argumen', 'yg', 'tegang', 'nah', 'capres', 'no', 'pak', 'ganjar', 'mampu', 'tampil', 'dg', 'tenang', 'yakin', 'meski', 'sekali', 'serang', 'mantap', 'ganjar', 'paling', 'tegas']",debat perdana capres kemaren momen capres no no libat adu argumen yg tegang nah capres no pak ganjar mampu tampil dg tenang yakin meski sekali serang mantap ganjar paling tegas,negatif
bro pointnya kan meminta kejelasan dikarenakan anak beserta bapaknya ybs mendukung capres 02 pada waktu pilpres 2019 kemarin  mengikuti serta tidak setuju hasil pilpres 2019 berarti kan mendukung Prabowo? kocak bener ente logikanya  yang diminta petrusnya ini diusut kocak,bro pointnya kan meminta kejelasan dikarenakan anak beserta bapaknya ybs mendukung capres pada waktu pilpres kemarin mengikuti serta tidak setuju hasil pilpres berarti kan mendukung prabowo kocak bener ente logikanya yang diminta petrusnya ini diusut kocak,"['bro', 'pointnya', 'kan', 'meminta', 'kejelasan', 'dikarenakan', 'anak', 'beserta', 'bapaknya', 'ybs', 'mendukung', 'capres', 'pada', 'waktu', 'pilpres', 'kemarin', 'mengikuti', 'serta', 'tidak', 'setuju', 'hasil', 'pilpres', 'berarti', 'kan', 'mendukung', 'prabowo', 'kocak', 'bener', 'ente', 'logikanya', 'yang', 'diminta', 'petrusnya', 'ini', 'diusut', 'kocak']","['bro', 'pointnya', 'kan', 'meminta', 'kejelasan', 'dikarenakan', 'anak', 'beserta', 'bapaknya', 'ybs', 'mendukung', 'capres', 'waktu', 'pilpres', 'kemarin', 'mengikuti', 'setuju', 'hasil', 'pilpres', 'berarti', 'kan', 'mendukung', 'prabowo', 'kocak', 'bener', 'ente', 'logikanya', 'diminta', 'petrusnya', 'diusut', 'kocak']","['bro', 'point', 'kan', 'minta', 'jelas', 'karena', 'anak', 'serta', 'bapak', 'ybs', 'dukung', 'capres', 'waktu', 'pilpres', 'kemarin', 'ikut', 'tuju', 'hasil', 'pilpres', 'arti', 'kan', 'dukung', 'prabowo', 'kocak', 'bener', 'ente', 'logika', 'minta', 'petrusnya', 'usut', 'kocak']",bro point kan minta jelas karena anak serta bapak ybs dukung capres waktu pilpres kemarin ikut tuju hasil pilpres arti kan dukung prabowo kocak bener ente logika minta petrusnya usut kocak,negatif
Kesan debat capres Indonesia Anies Baswedan : Sangat siap Prabowo Subianto : Tidak siap Ganjar Pranowo : Natural  01 : nyerang 02 02 : baper  emosian 03 : ketawa dipojokan  😃 #DebatCapres #DebatPilpres #debatcapres2024,kesan debat capres indonesia anies baswedan sangat siap prabowo subianto tidak siap ganjar pranowo natural nyerang baper emosian ketawa dipojokan,"['kesan', 'debat', 'capres', 'indonesia', 'anies', 'baswedan', 'sangat', 'siap', 'prabowo', 'subianto', 'tidak', 'siap', 'ganjar', 'pranowo', 'natural', 'nyerang', 'baper', 'emosian', 'ketawa', 'dipojokan']","['kesan', 'debat', 'capres', 'indonesia', 'anies', 'baswedan', 'sangat', 'siap', 'prabowo', 'subianto', 'siap', 'ganjar', 'pranowo', 'natural', 'nyerang', 'baper', 'emosian', 'ketawa', 'dipojokan']","['kesan', 'debat', 'capres', 'indonesia', 'anies', 'baswedan', 'sangat', 'siap', 'prabowo', 'subianto', 'siap', 'ganjar', 'pranowo', 'natural', 'nyerang', 'baper', 'emosi', 'ketawa', 'pojok']",kesan debat capres indonesia anies baswedan sangat siap prabowo subianto siap ganjar pranowo natural nyerang baper emosi ketawa pojok,negatif
"Hanya Capres 02 Bpk Prabowo Subianto yg mampu &amp; sangat bisa menjaga keutuhan NKRI..   Ini pasti banyak yg ngomel2 kayak emak2 lagi jatuh tempo"" 🤣✌✌  https://t.co/k6h1YHp4dO""",hanya capres bpk prabowo subianto yg mampu amp sangat bisa menjaga keutuhan nkri ini pasti banyak yg ngomel kayak emak lagi jatuh tempo,"['hanya', 'capres', 'bpk', 'prabowo', 'subianto', 'yg', 'mampu', 'amp', 'sangat', 'bisa', 'menjaga', 'keutuhan', 'nkri', 'ini', 'pasti', 'banyak', 'yg', 'ngomel', 'kayak', 'emak', 'lagi', 'jatuh', 'tempo']","['capres', 'bpk', 'prabowo', 'subianto', 'yg', 'mampu', 'amp', 'sangat', 'menjaga', 'keutuhan', 'nkri', 'banyak', 'yg', 'ngomel', 'kayak', 'emak', 'jatuh', 'tempo']","['capres', 'bpk', 'prabowo', 'subianto', 'yg', 'mampu', 'amp', 'sangat', 'jaga', 'utuh', 'nkri', 'banyak', 'yg', 'ngomel', 'kayak', 'emak', 'jatuh', 'tempo']",capres bpk prabowo subianto yg mampu amp sangat jaga utuh nkri banyak yg ngomel kayak emak jatuh tempo,positif
Ketahuan skidipappap kok sempet2nya menanggapi argumen capres 02,ketahuan skidipappap kok sempetnya menanggapi argumen capres,"['ketahuan', 'skidipappap', 'kok', 'sempetnya', 'menanggapi', 'argumen', 'capres']","['ketahuan', 'skidipappap', 'kok', 'sempetnya', 'menanggapi', 'argumen', 'capres']","['tahu', 'skidipappap', 'kok', 'sempetnya', 'tanggap', 'argumen', 'capres']",tahu skidipappap kok sempetnya tanggap argumen capres,negatif
